config_id,monitor_band,touch_band,outcome_strikes,level_types,score,error
346,12.5,5.0,2,"PM_HIGH,PM_LOW,OR_HIGH,OR_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
347,12.5,5.0,2,"PM_HIGH,PM_LOW,SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
348,12.5,5.0,2,"PM_HIGH,PM_LOW,OR_HIGH,OR_LOW,SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
349,12.5,5.0,3,"PM_HIGH,PM_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
350,12.5,5.0,3,"OR_HIGH,OR_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
351,12.5,5.0,3,"SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
352,12.5,5.0,3,"PM_HIGH,PM_LOW,OR_HIGH,OR_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
353,12.5,5.0,3,"PM_HIGH,PM_LOW,SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
354,12.5,5.0,3,"PM_HIGH,PM_LOW,OR_HIGH,OR_LOW,SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
355,12.5,5.0,4,"PM_HIGH,PM_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
356,12.5,5.0,4,"OR_HIGH,OR_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
357,12.5,5.0,4,"SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
358,12.5,5.0,4,"PM_HIGH,PM_LOW,OR_HIGH,OR_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
359,12.5,5.0,4,"PM_HIGH,PM_LOW,SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
360,12.5,5.0,4,"PM_HIGH,PM_LOW,OR_HIGH,OR_LOW,SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
361,15.0,1.0,2,"PM_HIGH,PM_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
362,15.0,1.0,2,"OR_HIGH,OR_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
363,15.0,1.0,2,"SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
364,15.0,1.0,2,"PM_HIGH,PM_LOW,OR_HIGH,OR_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
365,15.0,1.0,2,"PM_HIGH,PM_LOW,SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
366,15.0,1.0,2,"PM_HIGH,PM_LOW,OR_HIGH,OR_LOW,SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
367,15.0,1.0,3,"PM_HIGH,PM_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
368,15.0,1.0,3,"OR_HIGH,OR_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
369,15.0,1.0,3,"SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
370,15.0,1.0,3,"PM_HIGH,PM_LOW,OR_HIGH,OR_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
371,15.0,1.0,3,"PM_HIGH,PM_LOW,SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
372,15.0,1.0,3,"PM_HIGH,PM_LOW,OR_HIGH,OR_LOW,SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
373,15.0,1.0,4,"PM_HIGH,PM_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
374,15.0,1.0,4,"OR_HIGH,OR_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
375,15.0,1.0,4,"SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
376,15.0,1.0,4,"PM_HIGH,PM_LOW,OR_HIGH,OR_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
377,15.0,1.0,4,"PM_HIGH,PM_LOW,SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
378,15.0,1.0,4,"PM_HIGH,PM_LOW,OR_HIGH,OR_LOW,SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
379,15.0,2.0,2,"PM_HIGH,PM_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
380,15.0,2.0,2,"OR_HIGH,OR_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
381,15.0,2.0,2,"SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
382,15.0,2.0,2,"PM_HIGH,PM_LOW,OR_HIGH,OR_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
383,15.0,2.0,2,"PM_HIGH,PM_LOW,SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
384,15.0,2.0,2,"PM_HIGH,PM_LOW,OR_HIGH,OR_LOW,SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
385,15.0,2.0,3,"PM_HIGH,PM_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
386,15.0,2.0,3,"OR_HIGH,OR_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
387,15.0,2.0,3,"SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
388,15.0,2.0,3,"PM_HIGH,PM_LOW,OR_HIGH,OR_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
389,15.0,2.0,3,"PM_HIGH,PM_LOW,SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
390,15.0,2.0,3,"PM_HIGH,PM_LOW,OR_HIGH,OR_LOW,SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
391,15.0,2.0,4,"PM_HIGH,PM_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
392,15.0,2.0,4,"OR_HIGH,OR_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
393,15.0,2.0,4,"SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
394,15.0,2.0,4,"PM_HIGH,PM_LOW,OR_HIGH,OR_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
395,15.0,2.0,4,"PM_HIGH,PM_LOW,SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
396,15.0,2.0,4,"PM_HIGH,PM_LOW,OR_HIGH,OR_LOW,SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
397,15.0,3.0,2,"PM_HIGH,PM_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
398,15.0,3.0,2,"OR_HIGH,OR_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
399,15.0,3.0,2,"SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
400,15.0,3.0,2,"PM_HIGH,PM_LOW,OR_HIGH,OR_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
401,15.0,3.0,2,"PM_HIGH,PM_LOW,SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
402,15.0,3.0,2,"PM_HIGH,PM_LOW,OR_HIGH,OR_LOW,SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
403,15.0,3.0,3,"PM_HIGH,PM_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
404,15.0,3.0,3,"OR_HIGH,OR_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
405,15.0,3.0,3,"SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
406,15.0,3.0,3,"PM_HIGH,PM_LOW,OR_HIGH,OR_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
407,15.0,3.0,3,"PM_HIGH,PM_LOW,SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
408,15.0,3.0,3,"PM_HIGH,PM_LOW,OR_HIGH,OR_LOW,SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
409,15.0,3.0,4,"PM_HIGH,PM_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
410,15.0,3.0,4,"OR_HIGH,OR_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
411,15.0,3.0,4,"SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
412,15.0,3.0,4,"PM_HIGH,PM_LOW,OR_HIGH,OR_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
413,15.0,3.0,4,"PM_HIGH,PM_LOW,SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
414,15.0,3.0,4,"PM_HIGH,PM_LOW,OR_HIGH,OR_LOW,SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
415,15.0,5.0,2,"PM_HIGH,PM_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
416,15.0,5.0,2,"OR_HIGH,OR_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
417,15.0,5.0,2,"SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
418,15.0,5.0,2,"PM_HIGH,PM_LOW,OR_HIGH,OR_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
419,15.0,5.0,2,"PM_HIGH,PM_LOW,SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
420,15.0,5.0,2,"PM_HIGH,PM_LOW,OR_HIGH,OR_LOW,SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
421,15.0,5.0,3,"PM_HIGH,PM_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
422,15.0,5.0,3,"OR_HIGH,OR_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
423,15.0,5.0,3,"SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
424,15.0,5.0,3,"PM_HIGH,PM_LOW,OR_HIGH,OR_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
425,15.0,5.0,3,"PM_HIGH,PM_LOW,SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
426,15.0,5.0,3,"PM_HIGH,PM_LOW,OR_HIGH,OR_LOW,SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
427,15.0,5.0,4,"PM_HIGH,PM_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
428,15.0,5.0,4,"OR_HIGH,OR_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
429,15.0,5.0,4,"SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
430,15.0,5.0,4,"PM_HIGH,PM_LOW,OR_HIGH,OR_LOW",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
431,15.0,5.0,4,"PM_HIGH,PM_LOW,SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
432,15.0,5.0,4,"PM_HIGH,PM_LOW,OR_HIGH,OR_LOW,SMA_200,SMA_400",0.0,run_grid_search.<locals>.MockTrial.suggest_int() got an unexpected keyword argument 'step'
